"hosun","name","avgprice","gongsil","size_under","size_over","yn","역번호","승차","하차","address","lon","lat"
"1호선","동대문",177989.487516426,0,1,0,0,155,10458.7894736842,10807.4276315789,"서울특별시 종로구 창신동 492-1 1호선 동대문역",127.0111694,37.5717429
"1호선","서울",289725.040783134,0,1,2,0,150,37159.8289473684,35122.0855263158,"서울특별시 중구 봉래동2가 122 서울역",126.9697484,37.5577857
"1호선","시청",72220.7175925926,0.5,4,2,1,151,17534.0394736842,17676.6710526316,"서울특별시 중구 정동 5-5 시청역",126.9768616,37.5657037
"1호선","제기동",220262.262230502,0,1,1,0,157,14902.8815789474,15280.9671052632,"서울특별시 동대문구 제기동 65 제기동역",127.0345907,37.5781758
"1호선","종각",252905.088584315,0,5,2,0,152,30799.0657894737,29835.125,"서울특별시 종로구 종로1가 54 종각지하철역사",126.983116,37.570178
"1호선","종로3가",158744.869969428,0,4,1,0,153,23817.9736842105,22568.6644736842,"서울특별시 종로3가 10-5  1호선 종로3가역",126.99219,37.570432
"1호선","종로5가",222524.7146007,0,1,1,0,154,19208.2565789474,19256.8355263158,"서울특별시 종로구 종로5가 82-1 1호선 종로5가역",127.0023506,37.5708307
"2호선","강남",684535.591206183,0.143,5,2,0,222,75417.5592105263,76709.6118421053,"서울특별시 강남구 역삼동 858 강남역",127.0281681,37.4970172
"2호선","강변",425837.250250585,0,0,2,0,214,29986.6776315789,29621.2894736842,"서울특별시 광진구 구의동 546-6 2호선 강변역",127.094689,37.535152
"2호선","건대입구",198997.489639136,0.091,6,5,0,212,31716.0131578947,34452.1184210526,"서울특별시 광진구 화양동 7-3 2호선 건대입구역",127.069253,37.540397
"2호선","교대",253336.738817295,0.25,7,1,1,223,27342.7697368421,30791.75,"서울특별시 서초구 서초동 1748-4 교대역",127.0172856,37.4948466
"2호선","구로디지털",464271.608332794,0.5,2,2,1,232,50028.4736842105,50068.3157894737,"서울특별시 구로구 구로동 810-3 구로디지털단지역",126.90122,37.4849804
"2호선","구의",113183.748047165,0,4,1,0,213,19917.1052631579,19360.5657894737,"서울특별시 광진구 구의동 245-24 2호선 구의역",127.0907553,37.5382826
"2호선","낙성대",121097.541346487,0.25,3,1,1,227,23323.9473684211,22358.8355263158,"서울특별시 관악구 봉천동 1693-39 2호선 낙성대역사",126.95999,37.4711007
"2호선","당산",167611.057432183,0.167,4,2,0,237,16271.625,18571.6381578947,"서울특별시 영등포구 당산동 6가 323-1 당산역",126.9027301,37.5349309
"2호선","대림",415855.655654843,0.222,8,1,0,233,21462.7828947368,21848.5197368421,"서울특별시 구로구 구로동 1204 대림역",126.8949615,37.4925043
"2호선","동대문역사문화공원",387302.796031879,0.714,5,2,1,205,11685.5789473684,13064.2105263158,"서울특별시 중구 을지로 7가 112-3 동대문역사문화공원역",127.0084849,37.5657177
"2호선","뚝섬",83072.3050982312,0.2,5,0,0,210,16222.7171052632,17328.5789473684,"서울특별시 성동구 성수동1가 656-745 뚝섬역",127.0473802,37.5471773
"2호선","문래",125282.640104298,0.25,3,1,1,235,16443.8421052632,16820.25,"서울특별시 영등포구 문래동3가 68-1문래역",126.8947513,37.5178873
"2호선","방배",112568.522226094,0.167,6,0,0,225,13579.4013157895,13994.0592105263,"서울특별시 서초구 방배동 912-14 방배역",126.9973202,37.4812965
"2호선","봉천",147341.048744615,0,2,0,0,229,20455.8684210526,18902.2763157895,"서울툭별시 관악구 봉천동 979-7 2호선 봉천역사",126.941574,37.482476
"2호선","사당",347583.763394817,0.25,9,3,1,226,32542.2368421053,35624.9671052632,"서울특별시 동작구 사당동 1129 사당역",126.9813957,37.4764838
"2호선","삼성",361732.883954533,0,0,1,0,219,41300.5460526316,42165.75,"서울특별시 강남구 삼성동 172-66 삼성역",127.0630673,37.5088263
"2호선","상왕십리",184416.645910616,0.333,2,1,1,207,11322.9276315789,10840.4276315789,"서울특별시 성동구 하왕십리동 946-14 상왕십리역",127.02986,37.56408
"2호선","서울대입구",317294.565960355,0.667,3,0,1,228,41196.0986842105,40120.6973684211,"서울특별시 관악구 봉천동 979-2 서울대입구역사",126.9526344,37.4811133
"2호선","서초",198775.388282022,0,7,0,0,224,17055.6973684211,16835.25,"서울특별시 서초구 서초동 1748-5 서초역",127.0105414,37.4927648
"2호선","선릉",321077.985405269,0.2,13,2,0,220,43968.8684210526,39275.3157894737,"서울특별시 강남구 삼성동 172-66 선릉역",127.0630673,37.5088263
"2호선","성수",168735.831993696,0.286,7,0,1,211,25571.6513157895,28018.5394736842,"서울특별시 성동구 성수동2가 300-1 성수역",127.05709,37.54444
"2호선","시청",106506.849315068,0,1,0,0,201,18663.4736842105,18265.6447368421,"서울특별시 중구 서소문동 90-1 시청역",126.9755029,37.5635313
"2호선","신당",46338.7927861612,0,2,0,0,206,11715.2302631579,12121.8881578947,"서울특별시 중구 신당동 99 신당역",127.0166395,37.5652813
"2호선","신대방",121892.867349548,0,1,1,0,231,22889.4934210526,21890.8881578947,"서울특별시 동작구 신대방동 643-1 신대방역 2호선",127.0174271,37.4876872
"2호선","신도림",298210.352096959,0.083,7,5,0,234,42868.0328947368,42329.5657894737,"서울특별시 구로구 신도림동 460-26 2호선 신도림역",126.8912091,37.5088341
"2호선","신림",440855.006868132,0.2,5,0,0,230,55908.1644736842,54035.9210526316,"서울특별시 관악구 신림동 1467-10 2호선 신림역사",126.929676,37.484269
"2호선","신정네거리",60998.8692579505,0,0,1,0,249,7795.49342105263,8058.99342105263,"서울특별시 양천구 신정동 1231 신정네거리역",126.8535941,37.5183163
"2호선","신촌",761690.488681457,0.444,7,2,1,240,30967.0986842105,31903.8092105263,"서울특별시 마포구 노고산동 31-11 신촌역",126.9368898,37.5551357
"2호선","아현",65248.0928811504,0.4,3,2,1,242,7958.78947368421,7628.125,"서울특별시 마포구 아현동 354-23 아현역",126.9556609,37.5558896
"2호선","양천구청",74163.2543514632,0,2,0,0,248,5532.44736842105,5766.30921052632,"서울특별시 양천구 신정동 276-7 양천구청역",126.865649,37.512332
"2호선","역삼",201027.030782373,0.2,8,2,0,221,38375.7302631579,42474.0131578947,"서울특별시 강남구 역삼동 804 역삼역",127.028303,37.4981284
"2호선","영등포구청",696131.69260662,0,7,0,0,236,18160.5,18452.0065789474,"서울특별시 영등포구 당산동3가 270-1 영등포구청역",126.8959946,37.5248203
"2호선","왕십리",112454.467885673,0.111,7,2,0,208,14098.3421052632,11956.5460526316,"서울특별시 성동구 행당동 192 왕십리역",127.0372276,37.5622586
"2호선","을지로3가",56050.6157887973,0.222,9,0,0,203,17002.4210526316,17044.8092105263,"서울특별시 중구 을지로3가 347-3 을지로3가역",126.99011,37.56612
"2호선","을지로4가",47620.5485951868,0.429,6,1,1,204,10282.9802631579,10244.6907894737,"서울특별시 중구 을지로4가 267-1 을지로4가역",126.997631,37.56662
"2호선","을지로입구",417813.295784505,0.222,13,5,0,202,33353.9736842105,33934.6184210526,"서울특별시 중구 을지로1가 100-1 을지로입구역",126.982679,37.566065
"2호선","이대",414434.069088303,0.333,5,1,1,241,10673.1381578947,11129.9013157895,"서울특별시 마포구 염리동 8-85 이대역",126.9477118,37.5568129
"2호선","잠실",418889.387971088,0.091,14,8,0,216,59564.7434210526,57677.6052631579,"서울특별시 송파구 잠실동 8 잠실역",127.0746594,37.5176605
"2호선","잠실나루",136672.371149653,0.375,5,3,1,215,11512.6578947368,11151.8223684211,"서울특별시 송파구 신천동 15 잠실나루역",127.103839,37.520669
"2호선","잠실새내",253600.512110016,0,2,0,0,217,17709.9276315789,18045.5526315789,"서울특별시 송파구 잠실동 33 잠실새내역",127.085602,37.511632
"2호선","종합운동장",160558.008461637,0.25,2,2,1,218,6280.73684210526,6812.46710526316,"서울특별시 송파구 잠실동 122 종합운동장역",127.0742826,37.5110736
"2호선","충정로",241990.769099881,0,3,0,0,243,8298.19078947369,8717.86184210526,"서울특별시 서대문구 충정로3가 319-1 충정로역",126.9636999,37.5608774
"2호선","한양대",119158.576689404,0,2,2,0,209,5754.78289473684,6238.13815789474,"서울특별시 성동구 행당동 산17 17 한양대역",127.0436859,37.5555961
"2호선","합정",193137.662318316,0,11,3,0,238,26422.9868421053,28102.5657894737,"서울특별시 마포구 서교동 393 합정역",126.9147817,37.5505079
"2호선","홍대입구",393505.608297774,0.625,6,2,1,239,51332.8223684211,54796.9539473684,"서울특별시 마포구 동교동 165 홍대입구역",126.92415,37.55692
"3호선","경찰병원",16753.7057885355,0,0,2,0,341,6091.09210526316,6076.99342105263,"서울특별시 송파구 가락동 10-15 경찰병원역",127.124206,37.495701
"3호선","고속터미널",393014.037880042,0.024,37,4,0,329,38142.9934210526,37627.4210526316,"서울특별시 서초구 반포동 19-11 고속터미널역",127.0049178,37.5047736
"3호선","교대",22095.3685163193,0.182,0,11,0,330,11106.5328947368,7299.79605263158,"서울특별시 서초구 서초동 1748-4 교대역",127.0172856,37.4948466
"3호선","금호",45085.2292274904,0,4,1,0,324,6899.0197368421,6420.82894736842,"서울특별시 성동구 금호동4가 1470 금호역",127.0158826,37.5480381
"3호선","녹번",24986.79024448,0.4,4,1,1,313,11125.9539473684,9851.54605263158,"서울특별시 은평구 녹번동 55 지하철3호선 녹번역",126.9357503,37.6009184
"3호선","대청",94573.4686208192,0.5,2,0,1,337,7702.71710526316,7062.28289473684,"서울특별시 강남구 일원동 700-9 대청역",127.07995,37.49364
"3호선","도곡",48416.508513256,0,4,0,0,334,4175.09868421053,4225.21710526316,"서울특별시 강남구 도곡동 339-2 도곡역",127.0553064,37.4908245
"3호선","동대입구",27242.6085756119,0.222,4,5,0,322,6623.16447368421,7236.75657894737,"서울특별시 중구 장충동2가 199-3 동대입구역 3호선",127.005064,37.5591753
"3호선","매봉",139184.309098743,0.25,4,0,1,333,8929.25,8562.38815789474,"서울특별시 강남구 도곡동 179-2 매봉역",127.046918,37.487035
"3호선","불광",216172.187550563,0.667,6,3,1,312,13950.7368421053,15252.9539473684,"서울특별시 은평구 대조동 14-1 불광역",126.9292884,37.6104829
"3호선","수서",141886.73744569,0,8,1,0,339,13845.8618421053,13897.7960526316,"서울특별시 강남구 수서동 728 수서역",127.1018416,37.4873499
"3호선","신사",213854.564722479,0.267,14,1,1,327,25427.7434210526,27221.4276315789,"서울특별시 강남구 신사동 667 신사역",127.0203073,37.5163915
"3호선","안국",49232.5491927213,0.1,9,1,0,318,16056.7236842105,16952.9276315789,"서울특별시 종로구 안국동 155-2 3호선 안국역",126.985472,37.576556
"3호선","압구정",419298.050837838,0.25,3,1,1,326,25623.1447368421,27575.9802631579,"서울특별시 강남구 신사동 668 압구정역",127.0252724,37.5226879
"3호선","약수",257157.998066932,0,2,0,0,323,10955.4671052632,10647.9934210526,"서울특별시 중구 신당동 369-44 약수역",127.0110164,37.5543795
"3호선","양재",177205.203778698,0.25,4,4,1,332,30421.7434210526,32800.9868421053,"서울특별시 서초구 서초동 1366-9 양재역",127.0341755,37.4843603
"3호선","연신내",108177.166933847,0.111,5,4,0,311,33173.9210526316,31470.2434210526,"서울특별시 은평구 갈현동 397 연신내역",126.9211376,37.6191237
"3호선","옥수",121551.516011653,0,2,2,0,325,7704.63157894737,7911.3947368421,"서울특별시 성동구 옥수동 168-1 옥수역",127.0172208,37.5398948
"3호선","을지로3가",117301.693404635,0,3,0,0,320,8431.88815789474,8890.30263157895,"서울특별시 중구 을지로3가 282-8 을지로3가역",126.9922315,37.5664007
"3호선","일원",122973.504278008,0.333,0,6,1,338,7220.61184210526,7147.82894736842,"서울특별시 강남구 일원동 717 일원역",127.0844127,37.4839534
"3호선","종로3가",286447.603120874,0.333,6,3,1,319,8328.59868421053,10050.7236842105,"서울특별시 종로구 묘동 59 종로3가역",126.99219,37.570432
"3호선","홍제",30456.7875778939,0.333,8,1,1,314,14692.2039473684,13929.6710526316,"서울특별시 서대문구 홍제동 161-1 홍제역",126.9458373,37.5872664
"4호선","길음",167944.685628743,0,1,1,0,417,16808.7960526316,15976.5723684211,"서울특별시 성북구 길음동 877-66 길음역",127.0249647,37.6032254
"4호선","당고개",34700.441814407,0.143,5,2,0,409,10903.5592105263,10155.5065789474,"서울특별시 노원구 상계동 111 당고개역",127.07944,37.67052
"4호선","동대문",157192.502468659,0.167,10,2,0,421,17117.3552631579,17481.2368421053,"서울특별시 종로구 종로6가 287-1 동대문역",127.009529,37.5703848
"4호선","동대문역사문화공원",128119.350811486,0.5,4,2,1,422,14241.5723684211,13162.2236842105,"서울특별시 중구 광희동2가 9 동대문역사문화공원역",127.0071588,37.5644784
"4호선","동작",193357.558139535,0.333,3,0,1,431,2423.40131578947,2726.82236842105,"서울특별시 동작구 동작동 327-1 4호선 동작역",126.980384,37.502825
"4호선","미아사거리",184756.961809922,0.211,16,3,0,416,24315.4671052632,23598.1118421053,"서울특별시 강북구 미아동 66-1 미아사거리역",127.0300461,37.6151041
"4호선","미아",134133.42400544,0,1,0,0,415,13030.0197368421,12360.9407894737,"서울특별시 강북구 미아동 194-1 미아역",127.02615,37.626402
"4호선","사당",156511.309224555,0.184,28,10,0,433,21678.4407894737,18774.9407894737,"서울특별시 동작구 사당동 588-4 사당역",126.9815833,37.4768251
"4호선","상계",110385.348287051,0.4,6,4,1,410,16445.2960526316,14972.0592105263,"서울특별시 노원구 상계동 156-203 상계역",127.0735256,37.6610953
"4호선","서울",72497.3639982309,0,2,0,0,426,9575.67763157895,14520.8684210526,NA,NA,NA
"4호선","성신여대입구",111562.52460681,0.167,6,0,0,418,17296.5592105263,16521.3421052632,"서울특별시 성북구 동선동4가 1 성신여대입구역",127.01648,37.59302
"4호선","수유",253451.30920871,0.143,7,0,0,414,30000.9078947368,29723.4736842105,"서울특별시 강북구 수유동 140 수유역",127.0272077,37.6397753
"4호선","숙대입구",156186.937123027,0,2,0,0,427,10994.875,10807.6184210526,"서울특별시 용산구 갈월동 16-7 숙대입구역",126.971987,37.545097
"4호선","신용산",79202.1480978106,0.273,11,0,1,429,12466.9802631579,12995.3618421053,"서울특별시 용산구 한강로2가 181 4호선 신용산역",126.967886,37.529187
"4호선","쌍문",175654.117924231,0.4,5,0,1,413,25850.9276315789,23265.4473684211,"서울특별시 도봉구 창동 703-4 쌍문역",127.0368132,37.652819
"4호선","이촌",54041.9147432878,0,2,0,0,430,5897.65131578947,6641.83552631579,"서울특별시 용산구 용산동5가 17-112 4호선 이촌역",126.9747217,37.5222735
"4호선","창동",240114.192088105,0,2,1,0,412,22615.5328947368,24009.0986842105,"서울특별시 도봉구 창동 135-1 창동역",127.0481139,37.6531856
"4호선","총신대입구",173299.944810777,0.421,18,1,1,432,16496.9276315789,18086.2763157895,"서울특별시 동작구 사당동 736-1 총신대역4호선",126.981876,37.486491
"4호선","충무로",256130.060137484,0.2,5,0,0,423,21834.0394736842,22606.9605263158,"서울특별시 중구 필동2가 16-2 충무로역",126.994398,37.5611591
"4호선","한성대입구",134193.760582402,0,1,1,0,419,11235.4013157895,10966.1381578947,"서울특별시 성북구 삼선동1가 14 한성대입구역",127.0057966,37.5880209
"4호선","회현",141908.005308513,0,2,1,0,425,19840.7171052632,21146.1644736842,"서울특별시 중구 남창동 64-1 회현역 4호선",126.9757315,37.5582441
"5호선","강동",233199.246228102,0,7,3,0,2549,16838.8157894737,14786,"서울특별시 강동구 천호동 447 강동역",127.1340676,37.5356924
"5호선","개롱",157906,0,0,1,0,2559,5197.11184210526,5371.2302631579,"서울특별시 송파구 오금동 165-2 개롱역",127.135763,37.4979912
"5호선","개화산",136171.733333333,0,1,0,0,2512,4621.98684210526,4444.02631578947,"서울특별시 강서구 방화동 846 개화산역",126.806839,37.572455
"5호선","거여",157341.54589372,0,1,0,0,2560,6178.36842105263,5799.23684210526,"서울특별시 송파구 거여동 20-14 거여역",127.143597,37.493422
"5호선","고덕",121479.154766194,0,1,1,0,2553,6940.32236842105,6985.13815789474,"서울특별시 강동구 고덕동 310 고덕역",127.1538766,37.5556248
"5호선","공덕",100386.854035572,0,17,12,0,2530,10951.3684210526,11794.6973684211,"서울특별시 마포구 공덕동 423-29 공덕역",126.9601939,37.5500918
"5호선","광나루",129911.41360165,0.25,1,3,1,2547,10947.8289473684,9926.67763157895,"서울특별시 광진구 광장동 237 광나루역",127.1036523,37.5454285
"5호선","광화문",172471.533872173,0.2,2,3,0,2534,25168.4539473684,26345.9671052632,"서울특별시 종로구 세종로 1-90 광화문역",126.976177,37.5696765
"5호선","군자",56982.6991823397,0,1,3,0,2545,9271.36184210526,10159.6644736842,"서울특별시 광진구 능동 275-5 군자역",127.079719,37.5569984
"5호선","굽은다리",111207.457962067,0,3,2,0,2551,7494.8947368421,7049.48684210526,"서울특별시 강동구 명일동 345-12 굽은다리역",127.14283,37.54619
"5호선","길동",160792.614707731,0,1,0,0,2550,6149.57236842105,6470.59868421053,"서울특별시 강동구 길동 378 길동역",127.1402046,37.5383746
"5호선","김포공항",115084.983985479,0.154,5,8,0,2513,5691.19736842105,5391.76315789474,"서울특별시 강서구 방화동 886 김포공항역",126.8025118,37.5667733
"5호선","까치산",362177.032375683,0.222,7,2,0,2519,24723.7368421053,23522.0723684211,"서울특별시 강서구 화곡동 662-5 까치산역",126.8463214,37.5325506
"5호선","답십리",87977.0087608426,0,2,5,0,2543,13747.3223684211,12668.0657894737,"서울특별시 성동구 용답동 99 답십리역",127.0526017,37.5668422
"5호선","둔촌동",138562.089767685,0.25,4,0,1,2555,6832.90789473684,6883.24342105263,"서울특별시 강동구 둔촌동 416 둔촌동역",127.13667,37.52802
"5호선","마장",145375.533333333,0,1,0,0,2542,4712.66447368421,4492.73684210526,"서울특별시 성동구 마장동 772 마장역",127.0429223,37.5660505
"5호선","마천",141161.766666667,0,1,0,0,2561,4338.93421052632,4383.24342105263,"서울특별시 송파구 마천동 307-4 마천역",127.1521944,37.4946944
"5호선","마포",131305.853241178,0,3,2,0,2529,11114.7434210526,11443.5986842105,"서울특별시 마포구 도화동 160 마포역",126.9459616,37.5397244
"5호선","명일",103058.479657866,0.25,3,1,1,2552,6652.07894736842,6845.97368421053,"서울특별시 강동구 명일동 312 명일역",127.1439955,37.5513169
"5호선","목동",212318.028549883,0.167,6,0,0,2521,14168.9078947368,15375.8684210526,"서울특별시 양천구 목동 926-3 목동역",126.8654311,37.52606
"5호선","발산",178400.035627703,0,4,2,0,2516,15250.5460526316,15730.6381578947,"서울특별시 강서구 가양동 967-3 발산역",126.837595,37.558683
"5호선","방이",159889.364035088,0.5,1,1,1,2557,5764.71052631579,5885.34868421053,"서울특별시 송파구 방이동 217-2 방이역",127.1256705,37.50828
"5호선","방화",160567.333333333,0.667,2,1,1,2511,5680.75,5387.09210526316,"서울특별시 강서구 방화동 829-15 방화역",126.8126263,37.5772156
"5호선","상일동",103888.375854686,0,3,0,0,2554,13726.7039473684,11821.3223684211,"서울특별시 강동구 상일동 148 상일동역",127.1568023,37.5528183
"5호선","서대문",80643.4540920005,0.1,9,1,0,2533,13605.3552631579,13934.1447368421,"서울특별시 종로구 평동 210 서대문역",126.9669625,37.5661698
"5호선","송정",82202.1005041606,0,3,3,0,2514,5937.67763157895,5529.46052631579,"서울특별시 강서구 공항동 29-5 송정역",126.810935,37.561401
